"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"2519","181.6884765625","181.6884765625","181.6884765625","97.18730926513672","97.18730926513672","97.18730926513672","21.39010238647461","21.39010238647461","21.39010238647461","182.94918823242188","182.94918823242188","182.94918823242188","97.31146240234375","97.31146240234375","97.31146240234375","20.539764404296875","20.539764404296875","20.539764404296875"
"2549","168.6117706298828","168.6117706298828","168.6117706298828","87.47503662109375","87.47503662109375","87.47503662109375","20.869548797607422","20.869548797607422","20.869548797607422","169.53042602539062","169.53042602539062","169.53042602539062","87.5487060546875","87.5487060546875","87.5487060546875","20.11104393005371","20.11104393005371","20.11104393005371"
"2579","124.39385223388672","124.39385223388672","124.39385223388672","75.35433197021484","75.35433197021484","75.35433197021484","19.98430633544922","19.98430633544922","19.98430633544922","124.9257583618164","124.9257583618164","124.9257583618164","75.25990295410156","75.25990295410156","75.25990295410156","19.47821807861328","19.47821807861328","19.47821807861328"
"2609","148.32687377929688","148.32687377929688","148.32687377929688","69.5556869506836","69.5556869506836","69.5556869506836","19.01841926574707","19.01841926574707","19.01841926574707","149.29595947265625","149.29595947265625","149.29595947265625","69.42539978027344","69.42539978027344","69.42539978027344","18.160837173461914","18.160837173461914","18.160837173461914"
"2639","115.79838562011719","115.79838562011719","115.79838562011719","74.06724548339844","74.06724548339844","74.06724548339844","20.043903350830078","20.043903350830078","20.043903350830078","116.44996643066406","116.44996643066406","116.44996643066406","74.06785583496094","74.06785583496094","74.06785583496094","19.318132400512695","19.318132400512695","19.318132400512695"
"2669","258.47821044921875","258.47821044921875","258.47821044921875","97.3965835571289","97.3965835571289","97.3965835571289","22.407684326171875","22.407684326171875","22.407684326171875","260.68212890625","260.68212890625","260.68212890625","97.56591796875","97.56591796875","97.56591796875","21.596317291259766","21.596317291259766","21.596317291259766"
"2699","207.0886993408203","207.0886993408203","207.0886993408203","80.30353546142578","80.30353546142578","80.30353546142578","19.287206649780273","19.287206649780273","19.287206649780273","208.92515563964844","208.92515563964844","208.92515563964844","80.14191436767578","80.14191436767578","80.14191436767578","18.5648136138916","18.5648136138916","18.5648136138916"
"2729","249.64901733398438","249.64901733398438","249.64901733398438","114.3468017578125","114.3468017578125","114.3468017578125","25.65096092224121","25.65096092224121","25.65096092224121","251.99609375","251.99609375","251.99609375","114.62472534179688","114.62472534179688","114.62472534179688","24.64860725402832","24.64860725402832","24.64860725402832"
"2759","111.26126861572266","111.26126861572266","111.26126861572266","78.45867919921875","78.45867919921875","78.45867919921875","21.75627326965332","21.75627326965332","21.75627326965332","111.85317993164062","111.85317993164062","111.85317993164062","78.5174789428711","78.5174789428711","78.5174789428711","21.108835220336914","21.108835220336914","21.108835220336914"
"2789","122.22827911376953","122.22827911376953","122.22827911376953","71.70867919921875","71.70867919921875","71.70867919921875","19.059370040893555","19.059370040893555","19.059370040893555","123.06066131591797","123.06066131591797","123.06066131591797","71.74502563476562","71.74502563476562","71.74502563476562","18.456533432006836","18.456533432006836","18.456533432006836"
"2819","110.19341278076172","110.19341278076172","110.19341278076172","70.69287872314453","70.69287872314453","70.69287872314453","22.263221740722656","22.263221740722656","22.263221740722656","110.91870880126953","110.91870880126953","110.91870880126953","70.668212890625","70.668212890625","70.668212890625","21.45667839050293","21.45667839050293","21.45667839050293"
"2849","227.93324279785156","227.93324279785156","227.93324279785156","98.138427734375","98.138427734375","98.138427734375","19.038436889648438","19.038436889648438","19.038436889648438","229.9010467529297","229.9010467529297","229.9010467529297","98.29660034179688","98.29660034179688","98.29660034179688","18.581817626953125","18.581817626953125","18.581817626953125"
"2879","123.08116912841797","123.08116912841797","123.08116912841797","71.50100708007812","71.50100708007812","71.50100708007812","23.007038116455078","23.007038116455078","23.007038116455078","123.9641342163086","123.9641342163086","123.9641342163086","71.54527282714844","71.54527282714844","71.54527282714844","22.33408546447754","22.33408546447754","22.33408546447754"
"2909","103.488525390625","103.488525390625","103.488525390625","61.72554016113281","61.72554016113281","61.72554016113281","17.5587100982666","17.5587100982666","17.5587100982666","104.09432983398438","104.09432983398438","104.09432983398438","61.694114685058594","61.694114685058594","61.694114685058594","16.93769073486328","16.93769073486328","16.93769073486328"
"2939","69.31275177001953","69.31275177001953","69.31275177001953","58.6911506652832","58.6911506652832","58.6911506652832","20.966154098510742","20.966154098510742","20.966154098510742","69.72681427001953","69.72681427001953","69.72681427001953","58.72014617919922","58.72014617919922","58.72014617919922","20.25183868408203","20.25183868408203","20.25183868408203"
"2969","117.58353424072266","117.58353424072266","117.58353424072266","113.9889907836914","113.9889907836914","113.9889907836914","19.823711395263672","19.823711395263672","19.823711395263672","118.1794662475586","118.1794662475586","118.1794662475586","115.109375","115.109375","115.109375","19.237796783447266","19.237796783447266","19.237796783447266"
"2999","63.24201202392578","63.24201202392578","63.24201202392578","52.9140625","52.9140625","52.9140625","18.121959686279297","18.121959686279297","18.121959686279297","63.547752380371094","63.547752380371094","63.547752380371094","52.85408020019531","52.85408020019531","52.85408020019531","17.37183380126953","17.37183380126953","17.37183380126953"
"3029","76.58853149414062","76.58853149414062","76.58853149414062","162.5120086669922","162.5120086669922","162.5120086669922","18.494518280029297","18.494518280029297","18.494518280029297","76.66112518310547","76.66112518310547","76.66112518310547","167.0297088623047","167.0297088623047","167.0297088623047","17.83816909790039","17.83816909790039","17.83816909790039"
"3059","150.53683471679688","150.53683471679688","150.53683471679688","85.43212890625","85.43212890625","85.43212890625","21.542369842529297","21.542369842529297","21.542369842529297","152.02113342285156","152.02113342285156","152.02113342285156","85.32337951660156","85.32337951660156","85.32337951660156","20.905609130859375","20.905609130859375","20.905609130859375"
"3089","92.01383209228516","92.01383209228516","92.01383209228516","67.13678741455078","67.13678741455078","67.13678741455078","21.0091495513916","21.0091495513916","21.0091495513916","92.83722686767578","92.83722686767578","92.83722686767578","67.18411254882812","67.18411254882812","67.18411254882812","20.45154571533203","20.45154571533203","20.45154571533203"
"3119","132.6968994140625","132.6968994140625","132.6968994140625","70.10311889648438","70.10311889648438","70.10311889648438","20.1462345123291","20.1462345123291","20.1462345123291","134.0333709716797","134.0333709716797","134.0333709716797","70.17943572998047","70.17943572998047","70.17943572998047","19.50197982788086","19.50197982788086","19.50197982788086"
"3149","91.46529388427734","91.46529388427734","91.46529388427734","68.28253936767578","68.28253936767578","68.28253936767578","20.76198959350586","20.76198959350586","20.76198959350586","92.2907485961914","92.2907485961914","92.2907485961914","68.37196350097656","68.37196350097656","68.37196350097656","20.05529022216797","20.05529022216797","20.05529022216797"
"3179","90.77883911132812","90.77883911132812","90.77883911132812","51.381317138671875","51.381317138671875","51.381317138671875","16.461511611938477","16.461511611938477","16.461511611938477","91.51629638671875","91.51629638671875","91.51629638671875","51.32618713378906","51.32618713378906","51.32618713378906","15.80505084991455","15.80505084991455","15.80505084991455"
"3209","126.93453216552734","126.93453216552734","126.93453216552734","71.81141662597656","71.81141662597656","71.81141662597656","19.32404899597168","19.32404899597168","19.32404899597168","127.96562957763672","127.96562957763672","127.96562957763672","71.850341796875","71.850341796875","71.850341796875","18.66969108581543","18.66969108581543","18.66969108581543"
"3239","138.18875122070312","138.18875122070312","138.18875122070312","87.82350158691406","87.82350158691406","87.82350158691406","21.41092300415039","21.41092300415039","21.41092300415039","139.3955841064453","139.3955841064453","139.3955841064453","88.01288604736328","88.01288604736328","88.01288604736328","20.740238189697266","20.740238189697266","20.740238189697266"
"3269","170.2009735107422","170.2009735107422","170.2009735107422","86.24173736572266","86.24173736572266","86.24173736572266","22.111286163330078","22.111286163330078","22.111286163330078","171.87503051757812","171.87503051757812","171.87503051757812","86.34612274169922","86.34612274169922","86.34612274169922","21.44344711303711","21.44344711303711","21.44344711303711"
"3299","113.42149353027344","113.42149353027344","113.42149353027344","78.21691131591797","78.21691131591797","78.21691131591797","21.22600555419922","21.22600555419922","21.22600555419922","114.46519470214844","114.46519470214844","114.46519470214844","78.27529907226562","78.27529907226562","78.27529907226562","20.527400970458984","20.527400970458984","20.527400970458984"
"3329","140.34852600097656","140.34852600097656","140.34852600097656","75.09918975830078","75.09918975830078","75.09918975830078","19.566299438476562","19.566299438476562","19.566299438476562","141.78916931152344","141.78916931152344","141.78916931152344","75.13703918457031","75.13703918457031","75.13703918457031","18.983015060424805","18.983015060424805","18.983015060424805"
"3359","136.7691650390625","136.7691650390625","136.7691650390625","79.76783752441406","79.76783752441406","79.76783752441406","20.319416046142578","20.319416046142578","20.319416046142578","137.8382110595703","137.8382110595703","137.8382110595703","79.64372253417969","79.64372253417969","79.64372253417969","19.283239364624023","19.283239364624023","19.283239364624023"
"3389","58.60140609741211","58.60140609741211","58.60140609741211","51.22102737426758","51.22102737426758","51.22102737426758","17.260305404663086","17.260305404663086","17.260305404663086","58.82741165161133","58.82741165161133","58.82741165161133","51.16939926147461","51.16939926147461","51.16939926147461","16.68031883239746","16.68031883239746","16.68031883239746"
"3419","143.3068084716797","143.3068084716797","143.3068084716797","66.9615707397461","66.9615707397461","66.9615707397461","18.99356460571289","18.99356460571289","18.99356460571289","144.694091796875","144.694091796875","144.694091796875","66.92643737792969","66.92643737792969","66.92643737792969","18.308202743530273","18.308202743530273","18.308202743530273"
"3449","90.27837371826172","90.27837371826172","90.27837371826172","67.506103515625","67.506103515625","67.506103515625","21.490507125854492","21.490507125854492","21.490507125854492","91.06846618652344","91.06846618652344","91.06846618652344","67.52445983886719","67.52445983886719","67.52445983886719","20.905681610107422","20.905681610107422","20.905681610107422"
"3479","91.93340301513672","91.93340301513672","91.93340301513672","55.13114929199219","55.13114929199219","55.13114929199219","15.323113441467285","15.323113441467285","15.323113441467285","92.74388122558594","92.74388122558594","92.74388122558594","55.00150680541992","55.00150680541992","55.00150680541992","14.680835723876953","14.680835723876953","14.680835723876953"
"3509","175.702392578125","175.702392578125","175.702392578125","83.68177795410156","83.68177795410156","83.68177795410156","19.772045135498047","19.772045135498047","19.772045135498047","177.4878692626953","177.4878692626953","177.4878692626953","83.98360443115234","83.98360443115234","83.98360443115234","19.144168853759766","19.144168853759766","19.144168853759766"
"3539","155.1866912841797","155.1866912841797","155.1866912841797","77.87547302246094","77.87547302246094","77.87547302246094","17.083032608032227","17.083032608032227","17.083032608032227","156.64295959472656","156.64295959472656","156.64295959472656","77.93891143798828","77.93891143798828","77.93891143798828","16.55561065673828","16.55561065673828","16.55561065673828"
